ID,CATEGORY
270,foot
271,foot
272,bulldozer
273,pig
274,bulldozer
275,nose
276,eyeglasses
277,foot
278,parrot
279,foot
280,trombone
281,hand
282,skyscraper
283,chair
284,keyboard
285,penguin
286,penguin
287,harp
288,nose
289,flashlight
290,violin
291,spider
292,spider
293,foot
294,hand
295,snowman
296,laptop
297,penguin
298,chair
299,nose
300,hand
301,spider
302,laptop
303,chair
304,chair
305,skyscraper
306,spider
307,penguin
308,eyeglasses
309,pig
310,chair
311,harp
312,trombone
313,chair
314,laptop
315,spider
316,hand
317,hand
318,laptop
319,laptop
320,foot
321,hand
322,trombone
323,flashlight
324,hand
325,spider
326,hand
327,spider
328,foot
329,keyboard
330,flashlight
331,nose
332,violin
333,laptop
334,spider
335,laptop
336,eyeglasses
337,skyscraper
338,chair
339,skyscraper
340,nose
341,nose
342,penguin
343,trombone
344,keyboard
345,pig
346,banana
347,eyeglasses
348,spider
349,spider
350,nose
351,parrot
352,skyscraper
353,hand
354,eyeglasses
355,pig
356,hat
357,spider
358,chair
359,harp
360,bulldozer
361,chair
362,pig
363,chair
364,bulldozer
365,spider
366,snowman
367,spider
368,harp
369,banana
370,harp
371,pig
372,snowman
373,harp
374,bulldozer
375,parrot
376,chair
377,laptop
378,chair
379,skyscraper
380,foot
381,parrot
382,chair
383,flashlight
384,penguin
385,laptop
386,keyboard
387,pig
388,snowman
389,snowman
390,foot
391,foot
392,violin
393,trombone
394,pig
395,hand
396,trombone
397,hat
398,pig
399,hat
400,hat
401,spider
402,pig
403,nose
404,harp
405,chair
406,penguin
407,eyeglasses
408,bulldozer
409,bulldozer
410,spider
411,harp
412,chair
413,laptop
414,trombone
415,nose
416,spider
417,banana
418,violin
419,pig
420,spider
421,hat
422,violin
423,harp
424,keyboard
425,hat
426,keyboard
427,parrot
428,spider
429,foot
430,keyboard
431,bulldozer
432,harp
433,trombone
434,hand
435,laptop
436,harp
437,chair
438,spider
439,eyeglasses
440,trombone
441,nose
442,chair
443,foot
444,harp
445,spider
446,harp
447,pig
448,bulldozer
449,laptop
450,laptop
451,laptop
452,hat
453,trombone
454,harp
455,chair
456,eyeglasses
457,hat
458,trombone
459,laptop
460,eyeglasses
461,keyboard
462,laptop
463,banana
464,chair
465,parrot
466,hand
467,eyeglasses
468,harp
469,keyboard
470,pig
471,pig
472,hand
473,hand
474,hat
475,skyscraper
476,penguin
477,eyeglasses
478,chair
479,violin
480,penguin
481,hat
482,spider
483,spider
484,spider
485,foot
486,laptop
487,skyscraper
488,hand
489,keyboard
490,parrot
491,flashlight
492,nose
493,pig
494,foot
495,skyscraper
496,flashlight
497,spider
498,flashlight
499,banana
500,spider
501,banana
502,eyeglasses
503,trombone
504,pig
505,nose
506,trombone
507,spider
508,nose
509,hand
510,bulldozer
511,spider
512,violin
513,snowman
514,penguin
515,laptop
516,spider
517,laptop
518,penguin
519,hand
520,nose
521,snowman
522,foot
523,pig
524,spider
525,bulldozer
526,spider
527,banana
528,snowman
529,chair
530,laptop
531,spider
532,foot
533,banana
534,pig
535,hand
536,foot
537,nose
538,harp
539,snowman
540,spider
541,flashlight
542,skyscraper
543,eyeglasses
544,keyboard
545,penguin
546,laptop
547,laptop
548,hand
549,spider
550,bulldozer
551,laptop
552,hand
553,eyeglasses
554,flashlight
555,chair
556,laptop
557,pig
558,harp
559,parrot
560,laptop
561,pig
562,pig
563,chair
564,nose
565,bulldozer
566,bulldozer
567,harp
568,bulldozer
569,bulldozer
570,laptop
571,harp
572,hand
573,bulldozer
574,hat
575,spider
576,eyeglasses
577,snowman
578,penguin
579,flashlight
580,bulldozer
581,hat
582,parrot
583,eyeglasses
584,laptop
585,violin
586,foot
587,hat
588,skyscraper
589,penguin
590,foot
591,keyboard
592,foot
593,flashlight
594,hat
595,foot
596,chair
597,bulldozer
598,laptop
599,parrot
600,snowman
601,nose
602,penguin
603,penguin
604,eyeglasses
605,trombone
606,eyeglasses
607,hand
608,laptop
609,banana
610,nose
611,hand
612,laptop
613,bulldozer
614,parrot
615,eyeglasses
616,bulldozer
617,parrot
618,eyeglasses
619,spider
620,foot
621,bulldozer
622,laptop
623,penguin
624,trombone
625,violin
626,pig
627,snowman
628,laptop
629,penguin
630,foot
631,penguin
632,pig
633,pig
634,pig
635,spider
636,spider
637,harp
638,laptop
639,hand
640,harp
641,chair
642,chair
643,eyeglasses
644,hand
645,laptop
646,flashlight
647,snowman
648,banana
649,bulldozer
650,parrot
651,keyboard
652,spider
653,harp
654,spider
655,laptop
656,parrot
657,spider
658,chair
659,violin
660,trombone
661,harp
662,bulldozer
663,violin
664,harp
665,trombone
666,bulldozer
667,foot
668,skyscraper
669,trombone
670,laptop
671,spider
672,spider
673,keyboard
674,harp
675,laptop
676,skyscraper
677,snowman
678,skyscraper
679,harp
680,bulldozer
681,spider
682,flashlight
683,hat
684,harp
685,skyscraper
686,hat
687,spider
688,nose
689,nose
690,nose
691,pig
692,violin
693,skyscraper
694,flashlight
695,chair
696,penguin
697,keyboard
698,pig
699,eyeglasses
700,bulldozer
701,bulldozer
702,pig
703,keyboard
704,trombone
705,spider
706,flashlight
707,spider
708,laptop
709,chair
710,banana
711,penguin
712,parrot
713,violin
714,spider
715,hat
716,penguin
717,spider
718,skyscraper
719,flashlight
720,banana
721,penguin
722,banana
723,skyscraper
724,keyboard
725,hand
726,banana
727,bulldozer
728,laptop
729,snowman
730,harp
731,skyscraper
732,hat
733,laptop
734,skyscraper
735,bulldozer
736,bulldozer
737,harp
738,banana
739,flashlight
740,snowman
741,bulldozer
742,trombone
743,laptop
744,violin
745,hand
746,trombone
747,parrot
748,violin
749,eyeglasses
750,laptop
751,spider
752,laptop
753,keyboard
754,parrot
755,keyboard
756,chair
757,spider
758,eyeglasses
759,skyscraper
760,harp
761,snowman
762,penguin
763,harp
764,trombone
765,hand
766,violin
767,harp
768,pig
769,spider
770,pig
771,keyboard
772,bulldozer
773,bulldozer
774,spider
775,flashlight
776,bulldozer
777,foot
778,trombone
779,penguin
780,eyeglasses
781,banana
782,hand
783,laptop
784,violin
785,pig
786,spider
787,skyscraper
788,chair
789,harp
790,pig
791,banana
792,foot
793,laptop
794,keyboard
795,harp
796,pig
797,nose
798,hand
799,pig
800,eyeglasses
801,harp
802,penguin
803,keyboard
804,spider
805,keyboard
806,trombone
807,bulldozer
808,snowman
809,spider
810,hand
811,parrot
812,violin
813,violin
814,bulldozer
815,penguin
816,chair
817,skyscraper
818,trombone
819,parrot
820,hand
821,trombone
822,penguin
823,penguin
824,chair
825,pig
826,spider
827,bulldozer
828,trombone
829,bulldozer
830,trombone
831,bulldozer
832,chair
833,eyeglasses
834,pig
835,harp
836,spider
837,banana
838,harp
839,pig
840,skyscraper
841,penguin
842,violin
843,parrot
844,harp
845,spider
846,penguin
847,snowman
848,pig
849,parrot
850,trombone
851,spider
852,hand
853,parrot
854,spider
855,bulldozer
856,pig
857,spider
858,trombone
859,snowman
860,skyscraper
861,hand
862,chair
863,hand
864,nose
865,pig
866,snowman
867,snowman
868,flashlight
869,laptop
870,banana
871,chair
872,harp
873,penguin
874,hat
875,trombone
876,eyeglasses
877,pig
878,skyscraper
879,foot
880,spider
881,bulldozer
882,banana
883,keyboard
884,foot
885,harp
886,bulldozer
887,spider
888,laptop
889,bulldozer
890,pig
891,spider
892,violin
893,snowman
894,keyboard
895,eyeglasses
896,harp
897,violin
898,penguin
899,hand
900,foot
901,harp
902,eyeglasses
903,violin
904,parrot
905,hat
906,nose
907,trombone
908,bulldozer
909,penguin
910,chair
911,parrot
912,hand
913,skyscraper
914,laptop
915,pig
916,harp
917,chair
918,parrot
919,hat
920,skyscraper
921,skyscraper
922,spider
923,eyeglasses
924,eyeglasses
925,violin
926,spider
927,laptop
928,bulldozer
929,chair
930,skyscraper
931,eyeglasses
932,eyeglasses
933,snowman
934,pig
935,hand
936,harp
937,pig
938,harp
939,violin
940,trombone
941,flashlight
942,foot
943,violin
944,skyscraper
945,skyscraper
946,foot
947,snowman
948,parrot
949,bulldozer
950,chair
951,bulldozer
952,laptop
953,spider
954,banana
955,penguin
956,chair
957,laptop
958,spider
959,nose
960,hand
961,flashlight
962,penguin
963,flashlight
964,skyscraper
965,keyboard
966,harp
967,nose
968,penguin
969,penguin
970,hat
971,skyscraper
972,foot
973,harp
974,keyboard
975,harp
976,snowman
977,foot
978,penguin
979,foot
980,nose
981,spider
982,skyscraper
983,eyeglasses
984,penguin
985,flashlight
986,chair
987,bulldozer
988,penguin
989,skyscraper
990,pig
991,eyeglasses
992,hat
993,chair
994,spider
995,flashlight
996,laptop
997,hat
998,hat
999,flashlight
1000,snowman
1001,hat
1002,penguin
1003,parrot
1004,penguin
1005,parrot
1006,laptop
1007,bulldozer
1008,hat
1009,hand
1010,penguin
1011,foot
1012,trombone
1013,pig
1014,violin
1015,penguin
1016,snowman
1017,foot
1018,trombone
1019,trombone
1020,harp
1021,snowman
1022,eyeglasses
1023,spider
1024,foot
1025,penguin
1026,spider
1027,bulldozer
1028,skyscraper
1029,hand
1030,snowman
1031,keyboard
1032,laptop
1033,hand
1034,laptop
1035,banana
1036,parrot
1037,hand
1038,violin
1039,eyeglasses
1040,parrot
1041,keyboard
1042,harp
1043,skyscraper
1044,skyscraper
1045,snowman
1046,penguin
1047,violin
1048,spider
1049,chair
1050,laptop
1051,eyeglasses
1052,bulldozer
1053,eyeglasses
1054,keyboard
1055,keyboard
1056,skyscraper
1057,hand
1058,penguin
1059,spider
1060,spider
1061,parrot
1062,spider
1063,harp
1064,chair
1065,pig
1066,harp
1067,chair
1068,pig
1069,banana
1070,foot
1071,eyeglasses
1072,chair
1073,penguin
1074,hand
1075,foot
1076,keyboard
1077,flashlight
1078,laptop
1079,flashlight
1080,banana
1081,pig
1082,chair
1083,skyscraper
1084,penguin
1085,laptop
1086,spider
1087,chair
1088,penguin
1089,nose
1090,penguin
1091,laptop
1092,nose
1093,chair
1094,violin
1095,bulldozer
1096,harp
1097,snowman
1098,hand
1099,eyeglasses
1100,harp
1101,harp
1102,foot
1103,violin
1104,harp
1105,laptop
1106,laptop
1107,chair
1108,pig
1109,spider
1110,eyeglasses
1111,skyscraper
1112,keyboard
1113,chair
1114,skyscraper
1115,pig
1116,hand
1117,hand
1118,foot
1119,bulldozer
1120,spider
1121,bulldozer
1122,hat
1123,bulldozer
1124,nose
1125,spider
1126,hand
1127,eyeglasses
1128,nose
1129,keyboard
1130,chair
1131,chair
1132,banana
1133,eyeglasses
1134,pig
1135,hat
1136,laptop
1137,violin
1138,harp
1139,trombone
1140,harp
1141,flashlight
1142,laptop
1143,bulldozer
1144,skyscraper
1145,foot
1146,banana
1147,flashlight
1148,foot
1149,chair
1150,harp
1151,penguin
1152,harp
1153,keyboard
1154,foot
1155,trombone
1156,chair
1157,laptop
1158,harp
1159,keyboard
1160,laptop
1161,keyboard
1162,eyeglasses
1163,laptop
1164,eyeglasses
1165,hat
1166,banana
1167,spider
1168,eyeglasses
1169,spider
1170,pig
1171,chair
1172,nose
1173,bulldozer
1174,hat
1175,spider
1176,harp
1177,laptop
1178,violin
1179,laptop
1180,nose
1181,parrot
1182,skyscraper
1183,laptop
1184,chair
1185,eyeglasses
1186,harp
1187,violin
1188,chair
1189,hat
1190,chair
1191,spider
1192,bulldozer
1193,hat
1194,harp
1195,laptop
1196,violin
1197,bulldozer
1198,foot
1199,hand
1200,foot
1201,keyboard
1202,trombone
1203,bulldozer
1204,hand
1205,hat
1206,spider
1207,eyeglasses
1208,spider
1209,laptop
1210,flashlight
1211,harp
1212,penguin
1213,flashlight
1214,bulldozer
1215,trombone
1216,penguin
1217,pig
1218,eyeglasses
1219,pig
1220,hand
1221,pig
1222,harp
1223,spider
1224,hat
1225,hand
1226,skyscraper
1227,harp
1228,chair
1229,laptop
1230,eyeglasses
1231,pig
1232,bulldozer
1233,pig
1234,foot
1235,skyscraper
1236,hand
1237,trombone
1238,trombone
1239,parrot
1240,hat
1241,laptop
1242,hand
1243,pig
1244,pig
1245,pig
1246,pig
1247,snowman
1248,pig
1249,banana
1250,skyscraper
1251,keyboard
1252,harp
1253,skyscraper
1254,skyscraper
1255,harp
1256,foot
1257,spider
1258,banana
1259,chair
1260,spider
1261,spider
1262,spider
1263,bulldozer
1264,eyeglasses
1265,harp
1266,spider
1267,trombone
1268,hand
1269,banana
1270,penguin
1271,penguin
1272,snowman
1273,laptop
1274,bulldozer
1275,parrot
1276,spider
1277,pig
1278,foot
1279,pig
1280,keyboard
1281,banana
1282,chair
1283,bulldozer
1284,bulldozer
1285,banana
1286,trombone
1287,foot
1288,penguin
1289,pig
1290,hat
1291,skyscraper
1292,laptop
1293,hat
1294,hat
1295,snowman
1296,harp
1297,hand
1298,pig
1299,violin
1300,banana
1301,penguin
1302,spider
1303,penguin
1304,spider
1305,penguin
1306,flashlight
1307,chair
1308,trombone
1309,eyeglasses
1310,pig
1311,skyscraper
1312,penguin
1313,harp
1314,penguin
1315,keyboard
1316,hand
1317,banana
1318,laptop
1319,spider
1320,snowman
1321,penguin
1322,pig
1323,laptop
1324,hat
1325,keyboard
1326,penguin
1327,spider
1328,bulldozer
1329,keyboard
1330,keyboard
1331,penguin
1332,spider
1333,spider
1334,harp
1335,skyscraper
1336,nose
1337,bulldozer
1338,penguin
1339,violin
1340,harp
1341,eyeglasses
1342,laptop
1343,spider
1344,skyscraper
1345,spider
1346,bulldozer
1347,parrot
1348,spider
1349,pig
1350,bulldozer
1351,hand
1352,chair
1353,harp
1354,skyscraper
1355,trombone
1356,snowman
1357,pig
1358,trombone
1359,nose
1360,hat
1361,hat
1362,flashlight
1363,bulldozer
1364,keyboard
1365,hat
1366,laptop
1367,keyboard
1368,eyeglasses
1369,hand
1370,harp
1371,banana
1372,spider
1373,harp
1374,laptop
1375,laptop
1376,hand
1377,penguin
1378,hand
1379,harp
1380,laptop
1381,keyboard
1382,violin
1383,flashlight
1384,laptop
1385,flashlight
1386,pig
1387,trombone
1388,laptop
1389,hat
1390,penguin
1391,laptop
1392,spider
1393,flashlight
1394,harp
1395,laptop
1396,pig
1397,penguin
1398,pig
1399,penguin
1400,hand
1401,chair
1402,trombone
1403,hat
1404,spider
1405,pig
1406,eyeglasses
1407,flashlight
1408,laptop
1409,laptop
1410,chair
1411,nose
1412,spider
1413,flashlight
1414,bulldozer
1415,laptop
1416,flashlight
1417,snowman
1418,pig
1419,pig
1420,harp
1421,chair
1422,eyeglasses
1423,banana
1424,parrot
1425,spider
1426,bulldozer
1427,harp
1428,hat
1429,violin
1430,chair
1431,spider
1432,nose
1433,trombone
1434,keyboard
1435,chair
1436,laptop
1437,eyeglasses
1438,skyscraper
1439,harp
1440,trombone
1441,harp
1442,chair
1443,hand
1444,skyscraper
1445,keyboard
1446,nose
1447,harp
1448,penguin
1449,banana
1450,harp
1451,nose
1452,eyeglasses
1453,parrot
1454,pig
1455,skyscraper
1456,chair
1457,flashlight
1458,chair
1459,eyeglasses
1460,spider
1461,chair
1462,spider
1463,hand
1464,nose
1465,harp
1466,hand
1467,harp
1468,foot
1469,violin
1470,harp
1471,banana
1472,spider
1473,snowman
1474,hand
1475,eyeglasses
1476,bulldozer
1477,keyboard
1478,spider
1479,harp
1480,skyscraper
1481,penguin
1482,hand
1483,bulldozer
1484,skyscraper
1485,harp
1486,snowman
1487,keyboard
1488,hand
1489,bulldozer
1490,bulldozer
1491,foot
1492,spider
1493,banana
1494,bulldozer
1495,snowman
1496,spider
1497,hand
1498,penguin
1499,keyboard
1500,bulldozer
1501,violin
1502,nose
1503,nose
1504,violin
1505,nose
1506,trombone
1507,snowman
1508,spider
1509,hat
1510,trombone
1511,parrot
1512,pig
1513,harp
1514,snowman
1515,violin
1516,hat
1517,penguin
1518,skyscraper
1519,spider
1520,spider
1521,pig
1522,harp
1523,laptop
1524,banana
1525,laptop
1526,eyeglasses
1527,penguin
1528,harp
1529,parrot
1530,harp
1531,spider
1532,harp
1533,hand
1534,keyboard
1535,spider
1536,trombone
1537,laptop
1538,pig
1539,skyscraper
1540,parrot
1541,bulldozer
1542,penguin
1543,eyeglasses
1544,hand
1545,trombone
1546,spider
1547,penguin
1548,snowman
1549,harp
1550,hand
1551,laptop
1552,laptop
1553,keyboard
1554,harp
1555,hand
1556,skyscraper
1557,bulldozer
1558,banana
1559,keyboard
1560,eyeglasses
1561,hat
1562,trombone
1563,violin
1564,pig
1565,hat
1566,skyscraper
1567,nose
1568,pig
1569,trombone
1570,chair
1571,spider
1572,harp
1573,parrot
1574,harp
1575,penguin
1576,pig
1577,bulldozer
1578,bulldozer
1579,banana
1580,harp
1581,snowman
1582,harp
1583,chair
1584,foot
1585,trombone
1586,hand
1587,penguin
1588,bulldozer
1589,nose
1590,skyscraper
1591,spider
1592,bulldozer
1593,skyscraper
1594,eyeglasses
1595,snowman
1596,hat
1597,chair
1598,eyeglasses
1599,spider
1600,laptop
1601,keyboard
1602,skyscraper
1603,harp
1604,eyeglasses
1605,spider
1606,foot
1607,harp
1608,penguin
1609,foot
1610,laptop
1611,penguin
1612,bulldozer
1613,harp
1614,harp
1615,skyscraper
1616,harp
1617,snowman
1618,trombone
1619,flashlight
1620,bulldozer
1621,foot
1622,skyscraper
1623,laptop
1624,skyscraper
1625,laptop
1626,eyeglasses
1627,keyboard
1628,spider
1629,chair
1630,pig
1631,hat
1632,keyboard
1633,snowman
1634,bulldozer
1635,skyscraper
1636,nose
1637,flashlight
1638,nose
1639,trombone
1640,keyboard
1641,harp
1642,flashlight
1643,chair
1644,violin
1645,flashlight
1646,trombone
1647,hat
1648,harp
1649,pig
1650,chair
1651,snowman
1652,pig
1653,pig
1654,parrot
1655,chair
1656,violin
1657,bulldozer
1658,keyboard
1659,spider
1660,harp
1661,pig
1662,harp
1663,violin
1664,foot
1665,snowman
1666,pig
1667,hand
1668,spider
1669,skyscraper
1670,skyscraper
1671,spider
1672,bulldozer
1673,nose
1674,nose
1675,trombone
1676,spider
1677,bulldozer
1678,chair
1679,chair
1680,spider
1681,pig
1682,keyboard
1683,spider
1684,harp
1685,eyeglasses
1686,violin
1687,chair
1688,chair
1689,trombone
1690,spider
1691,chair
1692,eyeglasses
1693,skyscraper
1694,penguin
1695,trombone
1696,hand
1697,flashlight
1698,skyscraper
1699,violin
1700,chair
1701,spider
1702,bulldozer
1703,penguin
1704,harp
1705,snowman
1706,snowman
1707,penguin
1708,penguin
1709,trombone
1710,parrot
1711,keyboard
1712,bulldozer
1713,chair
1714,trombone
1715,banana
1716,bulldozer
1717,hand
1718,skyscraper
1719,laptop
1720,eyeglasses
1721,chair
1722,skyscraper
1723,foot
1724,violin
1725,harp
1726,bulldozer
1727,hat
1728,eyeglasses
1729,banana
1730,penguin
1731,spider
1732,skyscraper
1733,bulldozer
1734,parrot
1735,eyeglasses
1736,parrot
1737,penguin
1738,pig
1739,trombone
1740,hat
1741,parrot
1742,skyscraper
1743,skyscraper
1744,penguin
1745,spider
1746,nose
1747,laptop
1748,foot
1749,spider
1750,snowman
1751,keyboard
1752,foot
1753,chair
1754,snowman
1755,spider
1756,hand
1757,chair
1758,violin
1759,keyboard
1760,violin
1761,hat
1762,flashlight
1763,penguin
1764,chair
1765,nose
1766,foot
1767,hand
1768,violin
1769,pig
1770,eyeglasses
1771,hand
1772,harp
1773,parrot
1774,banana
1775,banana
1776,penguin
1777,hand
1778,skyscraper
1779,snowman
1780,harp
1781,bulldozer
1782,penguin
1783,parrot
1784,keyboard
1785,bulldozer
1786,harp
1787,hat
1788,hand
1789,bulldozer
1790,eyeglasses
1791,pig
1792,snowman
1793,spider
1794,snowman
1795,foot
1796,hand
1797,trombone
1798,harp
1799,foot
1800,pig
1801,spider
1802,keyboard
1803,eyeglasses
1804,parrot
1805,hand
1806,penguin
1807,penguin
1808,pig
1809,skyscraper
1810,harp
1811,hand
1812,penguin
1813,spider
1814,harp
1815,laptop
1816,spider
1817,parrot
1818,laptop
1819,banana
1820,flashlight
1821,bulldozer
1822,parrot
1823,keyboard
1824,eyeglasses
1825,chair
1826,harp
1827,laptop
1828,spider
1829,skyscraper
1830,harp
1831,bulldozer
1832,parrot
1833,violin
1834,spider
1835,bulldozer
1836,keyboard
1837,flashlight
1838,nose
1839,chair
1840,spider
1841,penguin
1842,trombone
1843,parrot
1844,hat
1845,skyscraper
1846,skyscraper
1847,penguin
1848,foot
1849,skyscraper
1850,parrot
1851,penguin
1852,chair
1853,eyeglasses
1854,spider
1855,hat
1856,spider
1857,foot
1858,keyboard
1859,penguin
1860,keyboard
1861,laptop
1862,hand
1863,chair
1864,trombone
1865,foot
1866,snowman
1867,spider
1868,skyscraper
1869,hat
1870,hat
1871,foot
1872,spider
1873,violin
1874,trombone
1875,laptop
1876,skyscraper
1877,laptop
1878,pig
1879,hat
1880,hand
1881,hat
1882,hand
1883,banana
1884,violin
1885,keyboard
1886,skyscraper
1887,harp
1888,violin
1889,parrot
1890,violin
1891,keyboard
1892,harp
1893,keyboard
1894,spider
1895,violin
1896,violin
1897,flashlight
1898,keyboard
1899,snowman
1900,violin
1901,eyeglasses
1902,penguin
1903,laptop
1904,snowman
1905,penguin
1906,spider
1907,harp
1908,nose
1909,chair
1910,hand
1911,snowman
1912,parrot
1913,trombone
1914,hand
1915,pig
1916,pig
1917,harp
1918,violin
1919,skyscraper
1920,hand
1921,violin
1922,banana
1923,keyboard
1924,parrot
1925,pig
1926,parrot
1927,chair
1928,bulldozer
1929,hand
1930,flashlight
1931,pig
1932,skyscraper
1933,parrot
1934,hat
1935,spider
1936,pig
1937,snowman
1938,laptop
1939,hand
1940,penguin
1941,keyboard
1942,foot
1943,skyscraper
1944,eyeglasses
1945,eyeglasses
1946,eyeglasses
1947,chair
1948,hat
1949,skyscraper
1950,skyscraper
1951,laptop
1952,eyeglasses
1953,bulldozer
1954,pig
1955,hat
1956,skyscraper
1957,eyeglasses
1958,hand
1959,harp
1960,bulldozer
1961,banana
1962,snowman
1963,pig
1964,foot
1965,eyeglasses
1966,parrot
1967,penguin
1968,violin
1969,snowman
1970,snowman
1971,penguin
1972,laptop
1973,hat
1974,flashlight
1975,spider
1976,laptop
1977,eyeglasses
1978,skyscraper
1979,eyeglasses
1980,penguin
1981,nose
1982,eyeglasses
1983,hat
1984,laptop
1985,penguin
1986,spider
1987,bulldozer
1988,pig
1989,penguin
1990,bulldozer
1991,spider
1992,chair
1993,trombone
1994,skyscraper
1995,keyboard
1996,penguin
1997,snowman
1998,harp
1999,hat
2000,nose
2001,pig
2002,eyeglasses
2003,eyeglasses
2004,hand
2005,skyscraper
2006,laptop
2007,banana
2008,hand
2009,spider
2010,spider
2011,nose
2012,bulldozer
2013,eyeglasses
2014,bulldozer
2015,hat
2016,trombone
2017,skyscraper
2018,banana
2019,keyboard
2020,violin
2021,flashlight
2022,laptop
2023,bulldozer
2024,hat
2025,violin
2026,chair
2027,flashlight
2028,laptop
2029,snowman
2030,skyscraper
2031,harp
2032,banana
2033,bulldozer
2034,banana
2035,trombone
2036,banana
2037,spider
2038,flashlight
2039,bulldozer
2040,banana
2041,flashlight
2042,hat
2043,foot
2044,hand
2045,chair
2046,chair
2047,penguin
2048,penguin
2049,laptop
2050,parrot
2051,harp
2052,bulldozer
2053,eyeglasses
2054,harp
2055,parrot
2056,parrot
2057,spider
2058,hand
2059,harp
2060,laptop
2061,nose
2062,penguin
2063,pig
2064,keyboard
2065,pig
2066,bulldozer
2067,pig
2068,bulldozer
2069,hat
2070,foot
2071,nose
2072,snowman
2073,trombone
2074,hand
2075,eyeglasses
2076,pig
2077,flashlight
2078,pig
2079,banana
2080,hand
2081,pig
2082,penguin
2083,flashlight
2084,snowman
2085,chair
2086,keyboard
2087,hat
2088,hand
2089,spider
2090,foot
2091,penguin
2092,pig
2093,skyscraper
2094,laptop
2095,hand
2096,pig
2097,bulldozer
2098,trombone
2099,hat
2100,bulldozer
2101,eyeglasses
2102,bulldozer
2103,snowman
2104,eyeglasses
2105,spider
2106,spider
2107,skyscraper
2108,harp
2109,banana
2110,penguin
2111,keyboard
2112,chair
2113,flashlight
2114,banana
2115,spider
2116,chair
2117,hat
2118,laptop
2119,bulldozer
2120,bulldozer
2121,hat
2122,pig
2123,chair
2124,harp
2125,spider
2126,banana
2127,violin
2128,skyscraper
2129,chair
2130,hand
2131,trombone
2132,skyscraper
2133,harp
2134,laptop
2135,bulldozer
2136,keyboard
2137,parrot
2138,trombone
2139,spider
2140,laptop
2141,parrot
2142,skyscraper
2143,flashlight
2144,snowman
2145,harp
2146,parrot
2147,banana
2148,bulldozer
2149,eyeglasses
2150,chair
2151,hand
2152,nose
