ID,CATEGORY
373,spider
374,chair
375,nose
376,chair
377,keyboard
378,violin
379,skyscraper
380,violin
381,snowman
382,flashlight
383,spider
384,chair
385,trombone
386,laptop
387,laptop
388,hand
389,hand
390,hand
391,violin
392,harp
393,harp
394,hat
395,parrot
396,banana
397,laptop
398,banana
399,harp
400,harp
401,trombone
402,bulldozer
403,hand
404,hand
405,snowman
406,harp
407,pig
408,penguin
409,snowman
410,flashlight
411,spider
412,skyscraper
413,bulldozer
414,foot
415,eyeglasses
416,flashlight
417,keyboard
418,harp
419,bulldozer
420,skyscraper
421,laptop
422,harp
423,trombone
424,bulldozer
425,harp
426,foot
427,foot
428,eyeglasses
429,pig
430,foot
431,skyscraper
432,pig
433,banana
434,penguin
435,flashlight
436,pig
437,parrot
438,eyeglasses
439,eyeglasses
440,laptop
441,eyeglasses
442,skyscraper
443,violin
444,spider
445,trombone
446,spider
447,keyboard
448,penguin
449,pig
450,eyeglasses
451,bulldozer
452,laptop
453,hat
454,keyboard
455,banana
456,foot
457,laptop
458,foot
459,keyboard
460,chair
461,banana
462,eyeglasses
463,bulldozer
464,skyscraper
465,nose
466,hat
467,foot
468,spider
469,banana
470,trombone
471,pig
472,pig
473,banana
474,laptop
475,skyscraper
476,laptop
477,laptop
478,flashlight
479,banana
480,laptop
481,laptop
482,flashlight
483,flashlight
484,trombone
485,spider
486,eyeglasses
487,snowman
488,violin
489,bulldozer
490,foot
491,trombone
492,eyeglasses
493,bulldozer
494,spider
495,nose
496,bulldozer
497,trombone
498,pig
499,hat
500,trombone
501,eyeglasses
502,parrot
503,foot
504,keyboard
505,eyeglasses
506,laptop
507,trombone
508,eyeglasses
509,violin
510,nose
511,eyeglasses
512,pig
513,hand
514,penguin
515,keyboard
516,eyeglasses
517,trombone
518,harp
519,violin
520,eyeglasses
521,hand
522,flashlight
523,laptop
524,flashlight
525,penguin
526,eyeglasses
527,bulldozer
528,hand
529,skyscraper
530,flashlight
531,flashlight
532,flashlight
533,keyboard
534,spider
535,chair
536,violin
537,hand
538,keyboard
539,hand
540,trombone
541,spider
542,harp
543,chair
544,nose
545,penguin
546,eyeglasses
547,bulldozer
548,penguin
549,eyeglasses
550,penguin
551,banana
552,parrot
553,chair
554,harp
555,skyscraper
556,trombone
557,hat
558,spider
559,nose
560,eyeglasses
561,laptop
562,laptop
563,violin
564,eyeglasses
565,snowman
566,skyscraper
567,pig
568,snowman
569,snowman
570,flashlight
571,spider
572,violin
573,penguin
574,laptop
575,flashlight
576,harp
577,hand
578,harp
579,trombone
580,skyscraper
581,pig
582,nose
583,chair
584,keyboard
585,pig
586,violin
587,bulldozer
588,skyscraper
589,flashlight
590,chair
591,foot
592,flashlight
593,keyboard
594,laptop
595,flashlight
596,violin
597,penguin
598,bulldozer
599,chair
600,hand
601,eyeglasses
602,penguin
603,penguin
604,foot
605,banana
606,spider
607,chair
608,trombone
609,keyboard
610,hand
611,penguin
612,eyeglasses
613,skyscraper
614,foot
615,laptop
616,skyscraper
617,nose
618,parrot
619,flashlight
620,violin
621,skyscraper
622,eyeglasses
623,penguin
624,harp
625,harp
626,foot
627,hand
628,banana
629,harp
630,violin
631,harp
632,harp
633,laptop
634,trombone
635,keyboard
636,flashlight
637,bulldozer
638,bulldozer
639,parrot
640,spider
641,penguin
642,penguin
643,foot
644,penguin
645,eyeglasses
646,spider
647,hand
648,keyboard
649,penguin
650,nose
651,banana
652,flashlight
653,spider
654,keyboard
655,eyeglasses
656,nose
657,eyeglasses
658,violin
659,pig
660,foot
661,parrot
662,banana
663,harp
664,spider
665,chair
666,penguin
667,trombone
668,penguin
669,banana
670,pig
671,flashlight
672,pig
673,banana
674,keyboard
675,bulldozer
676,hand
677,hand
678,laptop
679,pig
680,skyscraper
681,flashlight
682,spider
683,pig
684,trombone
685,skyscraper
686,penguin
687,spider
688,hand
689,eyeglasses
690,eyeglasses
691,laptop
692,pig
693,snowman
694,bulldozer
695,penguin
696,spider
697,banana
698,pig
699,laptop
700,parrot
701,penguin
702,bulldozer
703,foot
704,parrot
705,flashlight
706,bulldozer
707,flashlight
708,trombone
709,violin
710,keyboard
711,harp
712,eyeglasses
713,parrot
714,eyeglasses
715,laptop
716,harp
717,flashlight
718,skyscraper
719,spider
720,eyeglasses
721,harp
722,keyboard
723,snowman
724,laptop
725,chair
726,eyeglasses
727,penguin
728,trombone
729,hand
730,pig
731,chair
732,pig
733,eyeglasses
734,chair
735,snowman
736,nose
737,spider
738,hand
739,bulldozer
740,hand
741,penguin
742,foot
743,eyeglasses
744,harp
745,parrot
746,banana
747,nose
748,pig
749,pig
750,trombone
751,trombone
752,flashlight
753,pig
754,nose
755,banana
756,skyscraper
757,flashlight
758,laptop
759,foot
760,spider
761,hand
762,harp
763,trombone
764,banana
765,foot
766,pig
767,keyboard
768,nose
769,eyeglasses
770,flashlight
771,banana
772,penguin
773,penguin
774,flashlight
775,laptop
776,penguin
777,bulldozer
778,hat
779,harp
780,foot
781,pig
782,bulldozer
783,hat
784,harp
785,hat
786,flashlight
787,penguin
788,violin
789,pig
790,bulldozer
791,pig
792,violin
793,keyboard
794,banana
795,spider
796,bulldozer
797,keyboard
798,penguin
799,spider
800,chair
801,spider
802,harp
803,foot
804,flashlight
805,laptop
806,laptop
807,chair
808,pig
809,flashlight
810,harp
811,skyscraper
812,laptop
813,laptop
814,skyscraper
815,laptop
816,violin
817,hand
818,banana
819,nose
820,banana
821,chair
822,harp
823,harp
824,penguin
825,pig
826,eyeglasses
827,skyscraper
828,laptop
829,skyscraper
830,chair
831,skyscraper
832,snowman
833,chair
834,bulldozer
835,spider
836,flashlight
837,keyboard
838,spider
839,bulldozer
840,penguin
841,harp
842,laptop
843,chair
844,spider
845,eyeglasses
846,harp
847,hand
848,hand
849,foot
850,chair
851,eyeglasses
852,foot
853,foot
854,flashlight
855,banana
856,laptop
857,flashlight
858,foot
859,hand
860,snowman
861,parrot
862,violin
863,laptop
864,eyeglasses
865,hat
866,hand
867,hand
868,trombone
869,flashlight
870,hand
871,skyscraper
872,pig
873,penguin
874,laptop
875,banana
876,hat
877,pig
878,hand
879,laptop
880,eyeglasses
881,skyscraper
882,eyeglasses
883,foot
884,nose
885,spider
886,penguin
887,spider
888,eyeglasses
889,skyscraper
890,violin
891,eyeglasses
892,pig
893,hand
894,pig
895,foot
896,harp
897,pig
898,penguin
899,banana
900,spider
901,spider
902,foot
903,harp
904,nose
905,laptop
906,hand
907,foot
908,penguin
909,parrot
910,skyscraper
911,foot
912,penguin
913,foot
914,flashlight
915,flashlight
916,spider
917,hand
918,foot
919,laptop
920,chair
921,foot
922,trombone
923,chair
924,chair
925,laptop
926,eyeglasses
927,banana
928,skyscraper
929,parrot
930,harp
931,foot
932,violin
933,hand
934,spider
935,parrot
936,flashlight
937,keyboard
938,pig
939,pig
940,laptop
941,trombone
942,violin
943,bulldozer
944,snowman
945,penguin
946,flashlight
947,pig
948,hand
949,snowman
950,skyscraper
951,penguin
952,eyeglasses
953,eyeglasses
954,eyeglasses
955,harp
956,chair
957,trombone
958,trombone
959,hand
960,laptop
961,spider
962,parrot
963,keyboard
964,foot
965,banana
966,spider
967,eyeglasses
968,penguin
969,snowman
970,laptop
971,snowman
972,harp
973,hand
974,laptop
975,parrot
976,hand
977,spider
978,penguin
979,flashlight
980,hand
981,trombone
982,snowman
983,laptop
984,harp
985,bulldozer
986,skyscraper
987,penguin
988,parrot
989,laptop
990,spider
991,pig
992,laptop
993,flashlight
994,trombone
995,bulldozer
996,eyeglasses
997,laptop
998,harp
999,bulldozer
1000,hand
1001,harp
1002,harp
1003,chair
1004,penguin
1005,nose
1006,trombone
1007,violin
1008,laptop
1009,banana
1010,harp
1011,flashlight
1012,hat
1013,spider
1014,spider
1015,harp
1016,parrot
1017,violin
1018,nose
1019,foot
1020,spider
1021,parrot
1022,laptop
1023,nose
1024,flashlight
1025,harp
1026,flashlight
1027,chair
1028,penguin
1029,hat
1030,foot
1031,banana
1032,eyeglasses
1033,banana
1034,eyeglasses
1035,keyboard
1036,nose
1037,penguin
1038,harp
1039,hand
1040,foot
1041,foot
1042,pig
1043,penguin
1044,chair
1045,hand
1046,chair
1047,parrot
1048,violin
1049,penguin
1050,flashlight
1051,chair
1052,penguin
1053,hat
1054,banana
1055,banana
1056,chair
1057,banana
1058,laptop
1059,flashlight
1060,flashlight
1061,nose
1062,trombone
1063,spider
1064,flashlight
1065,laptop
1066,hand
1067,penguin
1068,hat
1069,keyboard
1070,flashlight
1071,banana
1072,violin
1073,penguin
1074,chair
1075,harp
1076,banana
1077,bulldozer
1078,eyeglasses
1079,bulldozer
1080,hat
1081,hat
1082,parrot
1083,chair
1084,penguin
1085,flashlight
1086,eyeglasses
1087,skyscraper
1088,parrot
1089,hand
1090,harp
1091,eyeglasses
1092,eyeglasses
1093,parrot
1094,pig
1095,skyscraper
1096,spider
1097,flashlight
1098,chair
1099,pig
1100,flashlight
1101,spider
1102,foot
1103,parrot
1104,flashlight
1105,foot
1106,eyeglasses
1107,violin
1108,keyboard
1109,flashlight
1110,laptop
1111,snowman
1112,foot
1113,skyscraper
1114,penguin
1115,laptop
1116,flashlight
1117,chair
1118,trombone
1119,violin
1120,flashlight
1121,penguin
1122,laptop
1123,snowman
1124,eyeglasses
1125,flashlight
1126,penguin
1127,laptop
1128,eyeglasses
1129,laptop
1130,harp
1131,snowman
1132,hand
1133,spider
1134,pig
1135,laptop
1136,trombone
1137,parrot
1138,spider
1139,foot
1140,eyeglasses
1141,flashlight
1142,eyeglasses
1143,chair
1144,skyscraper
1145,flashlight
1146,hat
1147,spider
1148,flashlight
1149,parrot
1150,trombone
1151,harp
1152,flashlight
1153,banana
1154,flashlight
1155,eyeglasses
1156,parrot
1157,chair
1158,flashlight
1159,banana
1160,eyeglasses
1161,foot
1162,chair
1163,flashlight
1164,snowman
1165,harp
1166,keyboard
1167,trombone
1168,foot
1169,trombone
1170,laptop
1171,skyscraper
1172,eyeglasses
1173,penguin
1174,laptop
1175,flashlight
1176,spider
1177,eyeglasses
1178,parrot
1179,hat
1180,eyeglasses
1181,nose
1182,snowman
1183,eyeglasses
1184,penguin
1185,foot
1186,spider
1187,harp
1188,skyscraper
1189,laptop
1190,chair
1191,spider
1192,penguin
1193,laptop
1194,keyboard
1195,eyeglasses
1196,laptop
1197,penguin
1198,flashlight
1199,penguin
1200,spider
1201,banana
1202,banana
1203,parrot
1204,foot
1205,laptop
1206,flashlight
1207,chair
1208,flashlight
1209,eyeglasses
1210,bulldozer
1211,flashlight
1212,harp
1213,bulldozer
1214,penguin
1215,banana
1216,laptop
1217,hat
1218,parrot
1219,spider
1220,chair
1221,laptop
1222,hand
1223,flashlight
1224,laptop
1225,chair
1226,snowman
1227,trombone
1228,violin
1229,eyeglasses
1230,banana
1231,foot
1232,nose
1233,pig
1234,violin
1235,penguin
1236,parrot
1237,chair
1238,banana
1239,eyeglasses
1240,laptop
1241,trombone
1242,violin
1243,bulldozer
1244,banana
1245,pig
1246,hat
1247,hand
1248,foot
1249,eyeglasses
1250,snowman
1251,snowman
1252,parrot
1253,snowman
1254,snowman
1255,spider
1256,violin
1257,flashlight
1258,keyboard
1259,flashlight
1260,flashlight
1261,flashlight
1262,eyeglasses
1263,skyscraper
1264,harp
1265,trombone
1266,trombone
1267,banana
1268,penguin
1269,hand
1270,laptop
1271,parrot
1272,hand
1273,pig
1274,chair
1275,nose
1276,flashlight
1277,trombone
1278,flashlight
1279,pig
1280,laptop
1281,hand
1282,penguin
1283,penguin
1284,skyscraper
1285,eyeglasses
1286,banana
1287,flashlight
1288,harp
1289,laptop
1290,laptop
1291,harp
1292,pig
1293,laptop
1294,laptop
1295,hand
1296,pig
1297,snowman
1298,foot
1299,laptop
1300,hand
1301,harp
1302,flashlight
1303,chair
1304,flashlight
1305,harp
1306,harp
1307,banana
1308,hat
1309,penguin
1310,hat
1311,parrot
1312,penguin
1313,flashlight
1314,penguin
1315,pig
1316,laptop
1317,hat
1318,eyeglasses
1319,eyeglasses
1320,hand
1321,penguin
1322,bulldozer
1323,eyeglasses
1324,laptop
1325,banana
1326,harp
1327,trombone
1328,nose
1329,pig
1330,foot
1331,harp
1332,eyeglasses
1333,eyeglasses
1334,eyeglasses
1335,penguin
1336,eyeglasses
1337,chair
1338,harp
1339,pig
1340,parrot
1341,chair
1342,pig
1343,flashlight
1344,chair
1345,trombone
1346,parrot
1347,nose
1348,trombone
1349,keyboard
1350,nose
1351,foot
1352,violin
1353,spider
1354,penguin
1355,bulldozer
1356,pig
1357,harp
1358,banana
1359,eyeglasses
1360,harp
1361,laptop
1362,pig
1363,skyscraper
1364,harp
1365,harp
1366,bulldozer
1367,parrot
1368,violin
1369,banana
1370,bulldozer
1371,eyeglasses
1372,trombone
1373,hand
1374,keyboard
1375,trombone
1376,banana
1377,harp
1378,chair
1379,spider
1380,trombone
1381,banana
1382,harp
1383,harp
1384,keyboard
1385,eyeglasses
1386,violin
1387,foot
1388,hat
1389,laptop
1390,violin
1391,eyeglasses
1392,trombone
1393,bulldozer
1394,eyeglasses
1395,bulldozer
1396,laptop
1397,parrot
1398,laptop
1399,penguin
1400,flashlight
1401,violin
1402,spider
1403,harp
1404,flashlight
1405,bulldozer
1406,penguin
1407,spider
1408,eyeglasses
1409,pig
1410,snowman
1411,eyeglasses
1412,flashlight
1413,bulldozer
1414,skyscraper
1415,eyeglasses
1416,spider
1417,hand
1418,bulldozer
1419,foot
1420,trombone
1421,penguin
1422,laptop
1423,hand
1424,foot
1425,eyeglasses
1426,chair
1427,hand
1428,laptop
1429,harp
1430,violin
1431,violin
1432,keyboard
1433,hat
1434,banana
1435,violin
1436,keyboard
1437,nose
1438,snowman
1439,spider
1440,banana
1441,spider
1442,skyscraper
1443,penguin
1444,chair
1445,banana
1446,eyeglasses
1447,eyeglasses
1448,harp
1449,keyboard
1450,spider
1451,hand
1452,foot
1453,chair
1454,harp
1455,chair
1456,violin
1457,trombone
1458,chair
1459,hat
1460,flashlight
1461,skyscraper
1462,flashlight
1463,chair
1464,banana
1465,parrot
1466,violin
1467,pig
1468,violin
1469,harp
1470,hand
1471,keyboard
1472,flashlight
1473,hand
1474,violin
1475,chair
1476,hand
1477,foot
1478,flashlight
1479,trombone
1480,snowman
1481,penguin
1482,banana
1483,parrot
1484,snowman
1485,spider
1486,hand
1487,bulldozer
1488,harp
1489,nose
1490,skyscraper
1491,spider
1492,eyeglasses
1493,pig
1494,parrot
1495,hand
1496,flashlight
1497,banana
1498,hand
1499,laptop
1500,skyscraper
1501,hand
1502,hand
1503,eyeglasses
1504,foot
1505,eyeglasses
1506,banana
1507,hand
1508,flashlight
1509,harp
1510,foot
1511,chair
1512,foot
1513,parrot
1514,hand
1515,pig
1516,laptop
1517,parrot
1518,penguin
1519,flashlight
1520,eyeglasses
1521,pig
1522,spider
1523,eyeglasses
1524,keyboard
1525,hat
1526,foot
1527,parrot
1528,spider
1529,nose
1530,flashlight
1531,flashlight
1532,spider
1533,violin
1534,nose
1535,trombone
1536,foot
1537,eyeglasses
1538,pig
1539,chair
1540,nose
1541,penguin
1542,penguin
1543,parrot
1544,nose
1545,foot
1546,trombone
1547,snowman
1548,hand
1549,spider
1550,hat
1551,flashlight
1552,trombone
1553,banana
1554,bulldozer
1555,chair
1556,laptop
1557,parrot
1558,keyboard
1559,foot
1560,spider
1561,laptop
1562,chair
1563,harp
1564,keyboard
1565,laptop
1566,foot
1567,eyeglasses
1568,keyboard
1569,banana
1570,penguin
1571,flashlight
1572,eyeglasses
1573,nose
1574,spider
1575,harp
1576,hat
1577,penguin
1578,parrot
1579,eyeglasses
1580,trombone
1581,hand
1582,spider
1583,penguin
1584,flashlight
1585,banana
1586,chair
1587,penguin
1588,skyscraper
1589,eyeglasses
1590,penguin
1591,trombone
1592,skyscraper
1593,chair
1594,banana
1595,pig
1596,laptop
1597,skyscraper
1598,skyscraper
1599,eyeglasses
1600,bulldozer
1601,bulldozer
1602,skyscraper
1603,pig
1604,chair
1605,trombone
1606,chair
1607,flashlight
1608,harp
1609,violin
1610,trombone
1611,harp
1612,penguin
1613,bulldozer
1614,pig
1615,parrot
1616,trombone
1617,laptop
1618,hat
1619,bulldozer
1620,penguin
1621,violin
1622,flashlight
1623,hat
1624,parrot
1625,bulldozer
1626,spider
1627,laptop
1628,eyeglasses
1629,skyscraper
1630,hat
1631,laptop
1632,foot
1633,hand
1634,snowman
1635,harp
1636,hand
1637,hand
1638,keyboard
1639,chair
1640,foot
1641,spider
1642,bulldozer
1643,snowman
1644,parrot
1645,trombone
1646,chair
1647,laptop
1648,spider
1649,laptop
1650,snowman
1651,snowman
1652,hat
1653,keyboard
1654,chair
1655,penguin
1656,laptop
1657,penguin
1658,banana
1659,trombone
1660,spider
1661,keyboard
1662,hand
1663,pig
1664,trombone
1665,hand
1666,pig
1667,foot
1668,flashlight
1669,penguin
1670,skyscraper
1671,flashlight
1672,parrot
1673,hand
1674,eyeglasses
1675,foot
1676,trombone
1677,chair
1678,violin
1679,skyscraper
1680,eyeglasses
1681,hat
1682,foot
1683,pig
1684,eyeglasses
1685,penguin
1686,parrot
1687,violin
1688,chair
1689,laptop
1690,flashlight
1691,skyscraper
1692,eyeglasses
1693,penguin
1694,penguin
1695,foot
1696,parrot
1697,trombone
1698,chair
1699,pig
1700,chair
1701,trombone
1702,parrot
1703,penguin
1704,spider
1705,hand
1706,hand
1707,penguin
1708,harp
1709,banana
1710,nose
1711,banana
1712,violin
1713,penguin
1714,hat
1715,keyboard
1716,nose
1717,snowman
1718,penguin
1719,banana
1720,parrot
1721,flashlight
1722,chair
1723,hand
1724,pig
1725,spider
1726,skyscraper
1727,harp
1728,chair
1729,eyeglasses
1730,harp
1731,trombone
1732,chair
1733,violin
1734,nose
1735,foot
1736,nose
1737,penguin
1738,pig
1739,chair
1740,laptop
1741,nose
1742,snowman
1743,snowman
1744,laptop
1745,eyeglasses
1746,hand
1747,eyeglasses
1748,trombone
1749,trombone
1750,hand
1751,foot
1752,violin
1753,violin
1754,hand
1755,flashlight
1756,chair
1757,violin
1758,laptop
1759,banana
1760,parrot
1761,laptop
1762,spider
1763,harp
1764,parrot
1765,eyeglasses
1766,flashlight
1767,penguin
1768,harp
1769,laptop
1770,chair
1771,chair
1772,trombone
1773,nose
1774,eyeglasses
1775,keyboard
1776,laptop
1777,harp
1778,penguin
1779,parrot
1780,pig
1781,nose
1782,harp
1783,nose
1784,banana
1785,nose
1786,spider
1787,harp
1788,chair
1789,nose
1790,foot
1791,hat
1792,hand
1793,trombone
1794,hand
1795,violin
1796,penguin
1797,foot
1798,trombone
1799,flashlight
1800,foot
1801,flashlight
1802,banana
1803,hat
1804,nose
1805,penguin
1806,harp
1807,harp
1808,foot
1809,skyscraper
1810,spider
1811,chair
1812,parrot
1813,trombone
1814,pig
1815,eyeglasses
1816,trombone
1817,skyscraper
1818,bulldozer
1819,eyeglasses
1820,trombone
1821,chair
1822,nose
1823,foot
1824,banana
1825,banana
1826,eyeglasses
1827,keyboard
1828,flashlight
1829,snowman
1830,spider
1831,skyscraper
1832,nose
1833,spider
1834,trombone
1835,snowman
1836,foot
1837,bulldozer
1838,eyeglasses
1839,skyscraper
1840,flashlight
1841,harp
1842,chair
1843,foot
1844,penguin
1845,hand
1846,chair
1847,harp
1848,parrot
1849,foot
1850,nose
1851,penguin
1852,snowman
1853,chair
1854,flashlight
1855,chair
1856,trombone
1857,foot
1858,bulldozer
1859,harp
1860,pig
1861,trombone
1862,foot
1863,chair
1864,nose
1865,bulldozer
1866,hand
1867,flashlight
1868,hand
1869,bulldozer
1870,pig
1871,flashlight
1872,trombone
1873,harp
1874,flashlight
1875,bulldozer
1876,foot
1877,bulldozer
1878,spider
1879,harp
1880,hat
1881,harp
1882,nose
1883,eyeglasses
1884,parrot
1885,banana
1886,penguin
1887,pig
1888,laptop
1889,nose
1890,laptop
1891,banana
1892,hand
1893,foot
1894,flashlight
1895,hand
1896,laptop
1897,spider
1898,foot
1899,hand
1900,bulldozer
1901,spider
1902,snowman
1903,flashlight
1904,hand
1905,hand
1906,flashlight
1907,flashlight
1908,hand
1909,snowman
1910,banana
1911,hand
1912,nose
1913,hat
1914,chair
1915,hat
1916,hat
1917,spider
1918,harp
1919,snowman
1920,parrot
1921,harp
1922,keyboard
1923,foot
1924,nose
1925,hat
1926,foot
1927,violin
1928,chair
1929,banana
1930,bulldozer
1931,banana
1932,penguin
1933,nose
1934,laptop
1935,flashlight
1936,bulldozer
1937,hand
1938,trombone
1939,parrot
1940,harp
1941,banana
1942,violin
1943,snowman
1944,skyscraper
1945,eyeglasses
1946,hat
1947,violin
1948,pig
1949,chair
1950,parrot
1951,eyeglasses
1952,parrot
1953,nose
1954,keyboard
1955,harp
1956,penguin
1957,chair
1958,violin
1959,hat
1960,penguin
1961,eyeglasses
1962,hand
1963,bulldozer
1964,violin
1965,parrot
1966,nose
1967,penguin
1968,spider
1969,hand
1970,penguin
1971,harp
1972,hat
1973,laptop
1974,spider
1975,eyeglasses
1976,bulldozer
1977,banana
1978,nose
1979,parrot
1980,violin
1981,eyeglasses
1982,spider
1983,laptop
1984,keyboard
1985,penguin
1986,eyeglasses
1987,skyscraper
1988,pig
1989,harp
1990,skyscraper
1991,spider
1992,banana
1993,foot
1994,hat
1995,foot
1996,penguin
1997,hand
1998,hand
1999,laptop
2000,eyeglasses
2001,keyboard
2002,parrot
2003,banana
2004,foot
2005,foot
2006,foot
2007,hand
2008,parrot
2009,flashlight
2010,flashlight
2011,hand
2012,skyscraper
2013,banana
2014,skyscraper
2015,laptop
2016,foot
2017,penguin
2018,keyboard
2019,foot
2020,laptop
2021,bulldozer
2022,keyboard
2023,penguin
2024,laptop
2025,bulldozer
2026,snowman
2027,spider
2028,trombone
2029,hand
2030,snowman
2031,bulldozer
2032,hat
2033,skyscraper
2034,hand
2035,foot
2036,keyboard
2037,flashlight
2038,harp
2039,skyscraper
2040,keyboard
2041,trombone
2042,laptop
2043,violin
2044,violin
2045,flashlight
2046,snowman
2047,penguin
2048,harp
2049,pig
2050,hand
2051,hand
2052,nose
2053,parrot
2054,pig
2055,foot
2056,nose
2057,trombone
2058,pig
2059,pig
2060,pig
2061,eyeglasses
2062,harp
2063,snowman
2064,bulldozer
2065,hat
2066,skyscraper
2067,foot
2068,penguin
2069,laptop
2070,violin
2071,eyeglasses
2072,hand
2073,banana
2074,laptop
2075,chair
2076,spider
2077,pig
2078,bulldozer
2079,pig
2080,snowman
2081,keyboard
2082,penguin
2083,violin
2084,hand
2085,penguin
2086,foot
2087,pig
2088,penguin
2089,trombone
2090,violin
2091,parrot
2092,laptop
2093,penguin
2094,eyeglasses
2095,violin
2096,laptop
2097,penguin
2098,laptop
2099,laptop
2100,skyscraper
2101,pig
2102,penguin
2103,hand
2104,snowman
2105,flashlight
2106,flashlight
2107,hat
2108,pig
2109,hand
2110,laptop
2111,harp
2112,penguin
2113,bulldozer
2114,hand
2115,trombone
2116,harp
2117,laptop
2118,foot
2119,penguin
2120,chair
2121,laptop
2122,laptop
2123,flashlight
2124,spider
2125,flashlight
2126,keyboard
2127,harp
2128,foot
2129,flashlight
2130,laptop
2131,pig
2132,snowman
2133,hand
2134,eyeglasses
2135,skyscraper
2136,banana
2137,parrot
