ID,CATEGORY
888,pig
889,hand
890,pig
891,pig
892,bulldozer
893,pig
894,hand
895,pig
896,hand
897,chair
898,harp
899,chair
900,spider
901,pig
902,pig
903,pig
904,pig
905,pig
906,pig
907,keyboard
908,chair
909,pig
910,nose
911,pig
912,pig
913,foot
914,pig
915,hand
916,pig
917,hand
918,pig
919,pig
920,foot
921,chair
922,pig
923,hand
924,hand
925,pig
926,pig
927,chair
928,pig
929,pig
930,hand
931,chair
932,pig
933,nose
934,foot
935,chair
936,hand
937,harp
938,hand
939,pig
940,pig
941,pig
942,foot
943,pig
944,pig
945,penguin
946,hand
947,chair
948,chair
949,hand
950,pig
951,foot
952,pig
953,pig
954,pig
955,pig
956,pig
957,pig
958,nose
959,pig
960,chair
961,pig
962,pig
963,pig
964,pig
965,bulldozer
966,hand
967,pig
968,hand
969,hand
970,hand
971,pig
972,hand
973,pig
974,pig
975,penguin
976,hand
977,pig
978,harp
979,hand
980,pig
981,chair
982,pig
983,pig
984,foot
985,harp
986,hand
987,nose
988,pig
989,pig
990,bulldozer
991,pig
992,chair
993,harp
994,pig
995,pig
996,nose
997,bulldozer
998,chair
999,pig
1000,hand
1001,chair
1002,pig
1003,foot
1004,harp
1005,harp
1006,pig
1007,violin
1008,pig
1009,keyboard
1010,pig
1011,pig
1012,chair
1013,pig
1014,hand
1015,harp
1016,nose
1017,chair
1018,penguin
1019,pig
1020,pig
1021,chair
1022,spider
1023,pig
1024,nose
1025,pig
1026,harp
1027,chair
1028,violin
1029,harp
1030,foot
1031,pig
1032,nose
1033,bulldozer
1034,pig
1035,foot
1036,hand
1037,penguin
1038,chair
1039,hand
1040,chair
1041,chair
1042,foot
1043,hand
1044,chair
1045,pig
1046,pig
1047,penguin
1048,pig
1049,nose
1050,pig
1051,pig
1052,penguin
1053,pig
1054,harp
1055,pig
1056,pig
1057,penguin
1058,pig
1059,pig
1060,pig
1061,bulldozer
1062,chair
1063,pig
1064,nose
1065,hand
1066,hand
1067,pig
1068,nose
1069,pig
1070,pig
1071,pig
1072,nose
1073,pig
1074,chair
1075,chair
1076,pig
1077,pig
1078,pig
1079,pig
1080,pig
1081,chair
1082,penguin
1083,chair
1084,harp
1085,chair
1086,pig
1087,chair
1088,pig
1089,pig
1090,pig
1091,pig
1092,pig
1093,pig
1094,nose
1095,pig
1096,penguin
1097,hand
1098,chair
1099,pig
1100,pig
1101,pig
1102,pig
1103,nose
1104,pig
1105,chair
1106,harp
1107,pig
1108,pig
1109,pig
1110,pig
1111,hand
1112,pig
1113,nose
1114,pig
1115,pig
1116,pig
1117,chair
1118,skyscraper
1119,nose
1120,pig
1121,chair
1122,nose
1123,foot
1124,pig
1125,penguin
1126,hand
1127,pig
1128,pig
1129,pig
1130,pig
1131,violin
1132,pig
1133,chair
1134,pig
1135,bulldozer
1136,pig
1137,hand
1138,pig
1139,penguin
1140,foot
1141,pig
1142,pig
1143,chair
1144,chair
1145,foot
1146,foot
1147,hand
1148,chair
1149,penguin
1150,foot
1151,pig
1152,hand
1153,chair
1154,foot
1155,pig
1156,pig
1157,pig
1158,hand
1159,pig
1160,pig
1161,flashlight
1162,nose
1163,foot
1164,violin
1165,pig
1166,chair
1167,pig
1168,pig
1169,pig
1170,chair
1171,nose
1172,pig
1173,pig
1174,pig
1175,pig
1176,pig
1177,violin
1178,pig
1179,pig
1180,pig
1181,pig
1182,hand
1183,pig
1184,harp
1185,nose
1186,pig
1187,chair
1188,penguin
1189,chair
1190,pig
1191,chair
1192,pig
1193,chair
1194,pig
1195,pig
1196,pig
1197,penguin
1198,nose
1199,hand
1200,pig
1201,pig
1202,chair
1203,nose
1204,pig
1205,pig
1206,flashlight
1207,pig
1208,hand
1209,hand
1210,pig
1211,pig
1212,harp
1213,pig
1214,hand
1215,penguin
1216,pig
1217,pig
1218,pig
1219,pig
1220,chair
1221,flashlight
1222,hand
1223,pig
1224,pig
1225,pig
1226,hand
1227,pig
1228,pig
1229,pig
1230,chair
1231,pig
1232,skyscraper
1233,hand
1234,chair
1235,pig
1236,penguin
1237,hand
1238,nose
1239,chair
1240,pig
1241,pig
1242,pig
1243,bulldozer
1244,pig
1245,harp
1246,violin
1247,pig
1248,hand
1249,nose
1250,harp
1251,pig
1252,pig
1253,penguin
1254,chair
1255,pig
1256,foot
1257,pig
1258,chair
1259,pig
1260,chair
1261,pig
1262,pig
1263,pig
1264,pig
1265,hand
1266,pig
1267,harp
1268,hand
1269,pig
1270,pig
1271,pig
1272,pig
1273,hand
1274,pig
1275,keyboard
1276,hand
1277,pig
1278,penguin
1279,pig
1280,chair
1281,harp
1282,pig
1283,hand
1284,harp
1285,pig
1286,hand
1287,pig
1288,pig
1289,pig
1290,pig
1291,pig
1292,pig
1293,chair
1294,chair
1295,chair
1296,pig
1297,pig
1298,penguin
1299,foot
1300,hand
1301,pig
1302,foot
1303,pig
1304,pig
1305,pig
1306,pig
1307,hand
1308,pig
1309,pig
1310,pig
1311,nose
1312,chair
1313,pig
1314,pig
1315,hand
1316,pig
1317,harp
1318,chair
1319,pig
1320,pig
1321,pig
1322,snowman
1323,pig
1324,pig
1325,chair
1326,penguin
1327,pig
1328,chair
1329,pig
1330,pig
1331,foot
1332,pig
1333,pig
1334,harp
1335,pig
1336,harp
1337,banana
1338,nose
1339,pig
1340,hand
1341,pig
1342,foot
1343,pig
1344,violin
1345,hand
1346,harp
1347,pig
1348,pig
1349,nose
1350,pig
1351,nose
1352,nose
1353,hand
1354,pig
1355,penguin
1356,chair
1357,pig
1358,chair
1359,chair
1360,pig
1361,chair
1362,penguin
1363,penguin
1364,pig
1365,pig
1366,pig
1367,foot
1368,pig
1369,nose
1370,foot
1371,pig
1372,hand
1373,pig
1374,hand
1375,foot
1376,hand
1377,pig
1378,pig
1379,harp
1380,pig
1381,chair
1382,chair
1383,nose
1384,keyboard
1385,foot
1386,pig
1387,pig
1388,chair
1389,pig
1390,nose
1391,pig
1392,pig
1393,foot
1394,pig
1395,foot
1396,pig
1397,hand
1398,pig
1399,pig
1400,nose
1401,bulldozer
1402,chair
1403,nose
1404,keyboard
1405,pig
1406,hand
1407,pig
1408,harp
1409,chair
1410,pig
1411,pig
1412,nose
1413,chair
1414,violin
1415,pig
1416,pig
1417,violin
1418,pig
1419,chair
1420,pig
1421,penguin
1422,pig
1423,pig
1424,chair
1425,pig
1426,chair
1427,pig
1428,foot
1429,keyboard
1430,pig
1431,nose
1432,pig
1433,pig
1434,hand
1435,pig
1436,hand
1437,chair
1438,penguin
1439,penguin
1440,spider
1441,hand
1442,penguin
1443,pig
1444,pig
1445,pig
1446,pig
1447,pig
1448,hand
1449,chair
1450,pig
1451,flashlight
1452,hand
1453,chair
1454,harp
1455,pig
1456,pig
1457,pig
1458,chair
1459,hand
1460,nose
1461,hand
1462,hand
1463,nose
1464,pig
1465,pig
1466,hand
1467,foot
1468,foot
1469,pig
1470,violin
1471,pig
1472,pig
1473,pig
1474,foot
1475,hand
1476,pig
1477,harp
1478,pig
1479,hand
1480,nose
1481,pig
1482,pig
1483,pig
1484,pig
1485,pig
1486,hand
1487,pig
1488,pig
1489,pig
1490,pig
1491,pig
1492,pig
1493,pig
1494,pig
1495,hand
1496,pig
1497,spider
1498,pig
1499,pig
1500,snowman
1501,penguin
1502,pig
1503,pig
1504,pig
1505,pig
1506,chair
1507,pig
1508,pig
1509,pig
1510,spider
1511,bulldozer
1512,chair
1513,nose
1514,nose
1515,pig
1516,pig
1517,hand
1518,pig
1519,pig
1520,pig
1521,pig
1522,pig
1523,flashlight
1524,pig
1525,harp
1526,penguin
1527,hand
1528,hand
1529,penguin
1530,pig
1531,chair
1532,hand
1533,pig
1534,violin
1535,chair
1536,hand
1537,pig
1538,pig
1539,foot
1540,chair
1541,chair
1542,pig
1543,pig
1544,pig
1545,pig
1546,pig
1547,harp
1548,chair
1549,hand
1550,pig
1551,hand
1552,pig
1553,pig
1554,chair
1555,harp
1556,chair
1557,pig
1558,chair
1559,pig
1560,pig
1561,pig
1562,penguin
1563,pig
1564,chair
1565,hand
1566,pig
1567,pig
1568,nose
1569,pig
1570,nose
1571,hand
1572,pig
1573,foot
1574,penguin
1575,pig
1576,flashlight
1577,foot
1578,pig
1579,chair
1580,pig
1581,chair
1582,pig
1583,pig
1584,penguin
1585,pig
1586,pig
1587,foot
1588,nose
1589,pig
1590,penguin
1591,hand
1592,pig
1593,chair
1594,violin
1595,hand
1596,chair
1597,pig
1598,pig
1599,pig
1600,chair
1601,pig
1602,pig
1603,pig
1604,pig
1605,pig
1606,chair
1607,hand
1608,pig
1609,pig
1610,chair
1611,pig
1612,harp
1613,pig
1614,hand
1615,pig
1616,pig
1617,hand
1618,nose
1619,foot
1620,pig
1621,chair
1622,violin
1623,pig
1624,pig
1625,foot
1626,harp
1627,flashlight
1628,pig
1629,pig
1630,pig
1631,hand
1632,chair
1633,violin
1634,foot
1635,pig
1636,pig
1637,flashlight
1638,pig
1639,chair
1640,keyboard
1641,pig
1642,pig
1643,pig
1644,pig
1645,hand
1646,chair
1647,nose
1648,pig
1649,bulldozer
1650,penguin
1651,chair
1652,harp
1653,pig
1654,nose
1655,pig
1656,pig
1657,nose
1658,chair
1659,penguin
1660,pig
1661,chair
1662,penguin
1663,hand
1664,hand
1665,penguin
1666,bulldozer
1667,pig
1668,pig
1669,pig
1670,hand
1671,pig
1672,pig
1673,pig
1674,pig
1675,bulldozer
1676,pig
1677,chair
1678,bulldozer
1679,nose
1680,pig
1681,hand
1682,chair
1683,flashlight
1684,chair
1685,pig
1686,pig
1687,pig
1688,pig
1689,pig
1690,pig
1691,pig
1692,harp
1693,pig
1694,hand
1695,chair
1696,chair
1697,pig
1698,chair
1699,bulldozer
1700,harp
1701,pig
1702,hand
1703,pig
1704,hand
1705,hand
1706,hand
1707,hand
1708,penguin
1709,chair
1710,harp
1711,pig
1712,pig
1713,harp
1714,chair
1715,chair
1716,pig
1717,foot
1718,chair
1719,nose
1720,pig
1721,foot
1722,harp
1723,hand
1724,foot
1725,pig
1726,bulldozer
1727,nose
1728,nose
1729,pig
1730,chair
1731,pig
1732,flashlight
1733,pig
1734,pig
1735,pig
1736,harp
1737,pig
1738,nose
1739,nose
1740,bulldozer
1741,pig
1742,nose
1743,nose
1744,chair
1745,pig
1746,hand
1747,pig
1748,hand
1749,pig
1750,hand
1751,pig
1752,chair
1753,pig
1754,pig
1755,chair
1756,pig
1757,harp
1758,flashlight
1759,pig
1760,pig
1761,pig
1762,hand
1763,chair
1764,hand
1765,bulldozer
1766,foot
1767,pig
1768,hand
1769,chair
1770,pig
1771,pig
1772,pig
1773,chair
1774,hand
1775,chair
1776,pig
1777,pig
1778,hand
1779,hand
1780,harp
1781,chair
1782,penguin
1783,pig
1784,pig
1785,pig
1786,harp
1787,pig
1788,spider
1789,pig
1790,chair
1791,chair
1792,hand
1793,hand
1794,hand
1795,penguin
1796,pig
1797,nose
1798,bulldozer
1799,foot
1800,harp
1801,chair
1802,pig
1803,pig
1804,pig
1805,nose
1806,chair
1807,nose
1808,chair
1809,chair
1810,pig
1811,pig
1812,pig
1813,spider
1814,pig
1815,pig
1816,hand
1817,penguin
1818,hand
1819,chair
1820,pig
1821,chair
1822,nose
1823,chair
1824,hand
1825,pig
1826,hand
1827,chair
1828,pig
1829,nose
1830,hand
1831,pig
1832,pig
1833,chair
1834,pig
1835,flashlight
1836,chair
1837,foot
1838,hand
1839,hand
1840,foot
1841,pig
1842,foot
1843,penguin
1844,flashlight
1845,pig
1846,chair
1847,nose
1848,hand
1849,chair
1850,harp
1851,hand
1852,nose
1853,harp
1854,harp
1855,pig
1856,foot
1857,pig
1858,pig
1859,penguin
1860,chair
1861,harp
1862,pig
1863,nose
1864,pig
1865,hand
1866,hand
1867,pig
1868,chair
1869,harp
1870,pig
1871,chair
1872,pig
1873,chair
1874,pig
1875,pig
1876,hand
1877,pig
1878,pig
1879,pig
1880,pig
1881,foot
1882,foot
1883,chair
1884,nose
1885,nose
1886,hand
1887,spider
1888,chair
1889,pig
1890,hand
1891,pig
1892,nose
1893,pig
1894,foot
1895,pig
1896,hand
1897,spider
1898,nose
1899,flashlight
1900,pig
1901,pig
1902,harp
1903,chair
1904,hand
1905,pig
1906,pig
1907,hand
1908,pig
1909,bulldozer
1910,chair
1911,nose
1912,nose
1913,hand
1914,chair
1915,chair
1916,hand
1917,penguin
1918,bulldozer
1919,nose
1920,pig
1921,pig
1922,chair
1923,chair
1924,nose
1925,spider
1926,chair
1927,hand
1928,chair
1929,hand
1930,pig
1931,chair
1932,pig
1933,nose
1934,chair
1935,pig
1936,chair
1937,hand
1938,chair
1939,chair
1940,foot
1941,chair
1942,pig
1943,pig
1944,chair
1945,pig
1946,pig
1947,pig
1948,chair
1949,chair
1950,violin
1951,hand
1952,pig
1953,skyscraper
1954,pig
1955,pig
1956,pig
1957,pig
1958,pig
1959,chair
1960,chair
1961,violin
1962,hand
1963,chair
1964,pig
1965,pig
1966,pig
1967,pig
1968,pig
1969,hand
1970,nose
1971,harp
1972,chair
1973,pig
1974,pig
1975,chair
1976,bulldozer
1977,hand
1978,keyboard
1979,nose
1980,pig
1981,foot
1982,pig
1983,pig
1984,hand
1985,pig
1986,pig
1987,pig
1988,pig
1989,pig
1990,pig
1991,pig
1992,pig
1993,pig
1994,harp
1995,pig
1996,chair
1997,pig
1998,chair
1999,harp
2000,pig
2001,chair
2002,nose
2003,pig
2004,violin
2005,nose
2006,pig
2007,hand
2008,chair
2009,pig
2010,violin
2011,hand
2012,hand
2013,hand
2014,pig
2015,pig
2016,harp
2017,foot
2018,pig
2019,pig
2020,nose
2021,pig
2022,pig
2023,bulldozer
2024,chair
2025,penguin
2026,harp
2027,pig
2028,foot
2029,spider
2030,foot
2031,hand
2032,pig
2033,nose
2034,harp
2035,foot
2036,chair
2037,pig
2038,pig
2039,pig
2040,chair
2041,hand
2042,pig
2043,chair
2044,pig
2045,nose
2046,nose
2047,pig
2048,nose
2049,chair
2050,hand
2051,foot
2052,nose
2053,harp
2054,pig
2055,pig
2056,pig
2057,pig
2058,pig
2059,chair
2060,foot
2061,chair
2062,foot
2063,pig
2064,pig
2065,hand
2066,pig
2067,hand
2068,chair
2069,hand
2070,nose
2071,harp
2072,nose
2073,violin
2074,nose
2075,chair
2076,pig
2077,pig
2078,harp
2079,pig
2080,chair
2081,nose
2082,hand
2083,chair
2084,hand
2085,nose
2086,pig
2087,pig
2088,pig
2089,pig
2090,pig
2091,pig
2092,nose
2093,chair
2094,pig
2095,hand
2096,pig
2097,pig
2098,nose
2099,pig
2100,pig
2101,pig
2102,pig
2103,penguin
2104,pig
2105,pig
2106,pig
2107,hand
2108,pig
2109,hand
2110,foot
2111,foot
2112,hand
2113,pig
2114,pig
2115,hand
2116,pig
2117,pig
2118,pig
2119,pig
2120,harp
2121,pig
2122,pig
2123,pig
2124,hand
2125,hand
2126,pig
2127,chair
2128,hand
2129,penguin
2130,penguin
2131,pig
2132,harp
2133,hand
2134,hand
2135,nose
2136,harp
2137,harp
2138,foot
2139,harp
2140,hand
2141,bulldozer
2142,chair
2143,pig
2144,foot
2145,pig
2146,chair
2147,pig
2148,pig
2149,pig
2150,pig
2151,hand
2152,pig
2153,penguin
2154,pig
2155,chair
2156,chair
2157,pig
2158,pig
2159,nose
2160,hand
2161,chair
2162,harp
2163,pig
2164,pig
2165,harp
2166,pig
2167,pig
2168,nose
2169,penguin
2170,hand
2171,violin
2172,harp
2173,nose
2174,penguin
2175,hand
2176,harp
2177,foot
2178,pig
2179,pig
2180,chair
2181,chair
2182,hand
2183,pig
2184,pig
2185,violin
2186,pig
2187,pig
2188,pig
2189,hand
2190,chair
2191,foot
2192,pig
2193,nose
2194,chair
2195,pig
2196,pig
2197,spider
2198,harp
2199,pig
2200,pig
2201,nose
2202,nose
2203,nose
2204,nose
2205,nose
2206,pig
2207,pig
2208,pig
2209,pig
2210,hand
2211,pig
2212,pig
2213,pig
2214,pig
2215,pig
2216,hand
2217,chair
2218,pig
2219,pig
2220,chair
2221,chair
2222,chair
2223,pig
2224,nose
2225,hand
2226,harp
2227,chair
2228,pig
2229,foot
2230,pig
2231,pig
2232,pig
2233,pig
2234,spider
2235,harp
2236,spider
2237,chair
2238,chair
2239,pig
2240,pig
2241,chair
2242,pig
2243,pig
2244,chair
2245,chair
2246,pig
2247,pig
2248,hand
2249,pig
2250,nose
2251,pig
2252,chair
2253,nose
2254,pig
2255,pig
2256,chair
2257,keyboard
2258,hand
2259,violin
2260,harp
2261,foot
2262,nose
2263,nose
2264,pig
2265,hand
2266,penguin
2267,pig
2268,nose
2269,chair
2270,pig
2271,chair
2272,pig
2273,foot
2274,harp
2275,flashlight
2276,chair
2277,pig
2278,chair
2279,foot
2280,pig
2281,violin
2282,chair
2283,nose
2284,pig
2285,hand
2286,foot
2287,nose
2288,pig
2289,foot
2290,pig
2291,hand
2292,pig
2293,pig
2294,pig
2295,hand
2296,pig
2297,pig
2298,harp
2299,chair
2300,pig
2301,chair
2302,nose
2303,nose
2304,nose
2305,pig
2306,chair
2307,chair
2308,nose
2309,pig
2310,pig
2311,chair
2312,violin
2313,penguin
2314,pig
2315,chair
2316,hand
2317,pig
2318,hand
2319,foot
2320,harp
2321,chair
2322,harp
2323,pig
2324,chair
2325,pig
2326,nose
2327,nose
2328,pig
2329,chair
2330,pig
2331,pig
2332,pig
2333,chair
2334,foot
2335,chair
2336,pig
2337,nose
2338,nose
2339,harp
2340,foot
2341,keyboard
2342,pig
2343,pig
2344,pig
2345,chair
2346,hand
2347,penguin
2348,pig
2349,hand
2350,pig
2351,chair
2352,foot
2353,foot
2354,pig
2355,pig
2356,penguin
2357,pig
2358,pig
2359,pig
2360,foot
2361,hand
2362,nose
2363,pig
2364,pig
2365,pig
2366,violin
2367,hand
2368,pig
2369,penguin
2370,foot
2371,pig
2372,chair
2373,pig
2374,harp
2375,spider
2376,foot
2377,pig
2378,pig
2379,chair
2380,pig
2381,chair
2382,hand
2383,pig
2384,hand
2385,penguin
2386,hand
2387,chair
2388,hand
2389,pig
2390,penguin
2391,pig
2392,chair
2393,spider
2394,bulldozer
2395,flashlight
2396,chair
2397,nose
2398,chair
2399,pig
2400,chair
2401,pig
2402,pig
2403,pig
2404,harp
2405,hand
2406,pig
2407,penguin
2408,pig
2409,spider
2410,pig
2411,hand
2412,hand
2413,pig
2414,pig
2415,chair
2416,hand
2417,chair
2418,pig
2419,pig
2420,foot
2421,keyboard
2422,penguin
2423,pig
2424,pig
2425,pig
2426,pig
2427,pig
2428,nose
2429,foot
2430,hand
2431,bulldozer
2432,hand
2433,hand
2434,pig
2435,pig
2436,spider
2437,pig
2438,penguin
2439,bulldozer
2440,pig
2441,pig
2442,chair
2443,nose
2444,spider
2445,hand
2446,pig
